Season,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
2022,Peyton Hendershot ,TE,DAL,0,0,59,7,67,61,30,36,bye,20,35,27,22,0,23,0,18,0,268,33
2022,Pharaoh Brown ,TE,Multi,66,71,81,0,0,27,18,35,0,42,15,0,63,0,0,0,0,0,273,46
2022,Pharoh Cooper ,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,1,9,33,25,12
2022,Phillip Dorsett ,WR,HOU,6,0,22,19,19,bye,54,83,77,44,25,43,71,82,86,58,56,0,465,50
2022,Phillip Lindsay ,RB,IND,0,0,0,0,38,33,0,0,15,0,0,0,0,bye,0,0,0,0,66,30
2022,Pierre Strong ,RB,NE,0,4,0,0,0,6,0,0,0,bye,0,0,0,32,26,4,3,0,47,12
2022,Quez Watkins ,WR,PHI,53,59,47,60,59,59,bye,65,54,58,53,82,51,47,66,72,51,42,681,58
2022,Quintez Cephus ,WR,DET,0,10,13,45,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,49,23
2022,Quintin Morris ,TE,BUF,0,41,32,25,68,16,bye,0,0,0,0,23,0,0,17,34,0,41,200,32
2022,Racey McMath ,WR,TEN,0,0,0,0,0,bye,0,0,0,0,0,0,0,33,23,0,23,17,64,24
2022,Rachaad White ,RB,TB,27,13,9,38,39,22,43,26,35,64,bye,90,41,53,39,36,50,18,469,39
2022,Raheem Blackshear ,RB,CAR,0,0,0,0,0,0,10,9,35,12,19,5,bye,19,4,9,5,5,79,12
2022,Raheem Mostert ,RB,MIA,42,55,56,72,69,62,71,65,47,28,bye,0,61,73,76,52,42,37,552,56
2022,Randall Cobb ,WR,GB,61,29,40,34,63,36,0,0,0,0,56,45,50,bye,41,48,46,32,371,44
2022,Rashaad Penny ,RB,SEA,69,41,69,68,29,0,0,0,0,0,bye,0,0,0,0,0,0,0,170,57
2022,Rashid Shaheed ,WR,NO,0,0,0,0,0,12,14,23,10,13,49,53,61,bye,71,43,68,83,298,42
2022,Rashod Bateman ,WR,BAL,66,61,62,44,0,0,56,17,0,bye,0,0,0,0,0,0,0,0,190,49
2022,Ray-Ray McCloud ,WR,SF,26,24,18,18,27,33,25,57,bye,10,14,10,8,44,42,37,42,19,286,26
2022,Reggie Bonnafon ,RB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,5,3,5
2022,Reggie Gilliam ,RB,BUF,0,26,22,0,0,29,bye,0,0,0,25,9,0,0,0,23,0,17,107,21
2022,Rex Burkhead ,RB,HOU,71,37,41,32,21,bye,35,19,22,25,0,18,0,8,19,16,19,15,251,27
2022,Rhamondre Stevenson ,RB,NE,25,62,62,55,90,86,77,63,73,bye,78,82,98,22,66,91,57,49,699,66
2022,Richard Rodgers ,TE,LAC,3,0,0,0,0,0,0,bye,22,22,0,0,0,0,0,0,0,0,30,15
2022,Richie James ,WR,NYG,70,42,74,32,54,34,9,6,bye,0,22,70,52,91,79,83,79,0,524,52
2022,Rico Dowdle ,RB,DAL,0,2,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,1,2
2022,River Cracraft ,WR,MIA,0,23,21,16,21,22,0,0,0,0,bye,33,43,0,0,0,0,23,126,25
2022,Robbie Anderson ,WR,Multi,100,93,84,96,77,0,18,9,83,0,0,42,0,31,37,0,23,0,424,54
2022,Robert Tonyan ,TE,GB,36,40,58,44,44,63,56,74,46,64,59,51,52,bye,52,58,62,62,591,54
2022,Robert Woods ,WR,TEN,71,66,72,76,84,bye,75,66,63,81,76,81,93,87,81,95,74,85,809,78
2022,Romeo Doubs ,WR,GB,57,37,89,96,86,96,89,82,1,0,0,0,0,bye,32,61,49,38,529,62
2022,Ronald Jones ,RB,KC,0,0,0,0,0,0,0,bye,0,0,0,14,0,0,3,2,7,29,35,11
2022,Rondale Moore ,WR,ARI,0,0,0,86,91,99,89,99,90,97,3,0,bye,0,0,0,0,0,459,82
2022,Ronnie Rivers ,RB,LAR,0,0,0,0,0,5,bye,36,0,0,0,0,0,0,0,0,0,0,24,20
2022,Ross Dwelley ,TE,SF,28,37,0,10,6,0,0,36,bye,0,0,0,0,0,0,0,0,0,75,24
2022,Royce Freeman ,RB,HOU,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,38,55,43,23,106,40
2022,Russell Gage ,WR,TB,42,66,80,64,73,76,61,0,0,0,bye,0,32,33,62,53,54,55,529,58
2022,Russell Wilson ,QB,DEN,100,100,100,100,100,100,0,100,bye,100,100,100,100,86,0,75,100,100,961,97
2022,Ryan Griffin ,TE,CHI,53,27,0,0,26,4,15,0,0,21,12,0,0,bye,25,27,15,0,130,22
2022,Ryan Tannehill ,QB,TEN,100,70,100,100,100,bye,98,0,0,98,100,100,82,100,84,0,0,0,686,95
2022,Salvon Ahmed ,RB,MIA,0,0,0,0,0,0,0,4,0,10,bye,0,0,10,24,0,3,6,35,9
2022,Sam Darnold ,QB,CAR,0,0,0,0,0,0,0,0,0,0,0,100,bye,100,100,100,100,100,377,100
2022,Sam Ehlinger ,QB,IND,0,0,0,0,0,0,0,100,100,0,0,0,0,bye,0,0,50,100,222,88
2022,Sam Howell ,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,100,66,100
2022,Samaje Perine ,RB,CIN,26,20,34,19,30,25,29,25,36,bye,70,80,83,43,38,41,0,45,448,40
2022,Sammy Watkins ,WR,Multi,67,65,0,0,0,0,52,79,81,33,36,0,0,0,0,33,0,50,324,56
2022,Samori Toure ,WR,GB,0,0,0,0,0,0,35,21,38,0,0,0,18,bye,0,0,0,0,73,28
2022,Saquon Barkley ,RB,NYG,83,84,92,94,69,88,81,80,bye,80,76,73,88,31,86,91,79,0,856,80
2022,Scotty Miller ,WR,TB,0,43,80,0,46,3,12,29,42,19,bye,0,19,14,0,5,0,38,247,28
2022,Sean McKeon ,TE,DAL,0,0,0,0,0,13,0,0,bye,11,0,0,15,0,0,0,0,0,28,13
2022,Shane Zylstra ,TE,DET,0,0,4,0,0,bye,0,0,26,26,0,0,30,33,37,44,39,35,185,30
2022,Shi Smith ,WR,CAR,77,71,36,75,62,55,50,48,80,24,60,0,bye,33,46,21,47,51,482,51
2022,Simi Fehoko ,WR,DAL,23,10,5,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,25,13
2022,Skylar Thompson ,QB,MIA,0,0,0,0,99,31,0,0,0,10,bye,28,2,0,0,0,38,100,211,45
2022,Skyy Moore ,WR,KC,19,4,13,28,35,30,22,bye,26,25,42,46,42,40,38,21,25,0,313,29
2022,Snoop Conner ,RB,JAC,0,0,0,0,0,0,0,0,0,0,bye,16,7,0,4,8,17,0,34,10
2022,Sony Michel ,RB,LAC,24,12,23,24,3,32,18,bye,16,14,8,0,0,0,0,0,0,0,125,18
2022,Spencer Brown ,RB,CAR,0,0,0,0,0,0,0,22,27,0,0,0,bye,0,0,0,0,0,31,24
2022,Stanley Berryhill ,WR,DET,0,0,0,0,0,bye,0,0,0,3,0,0,0,0,0,0,0,0,2,3
2022,Stanley Morgan ,WR,CIN,5,0,9,0,13,0,0,0,14,bye,12,7,8,7,15,0,0,0,63,10
2022,Stefon Diggs ,WR,BUF,64,66,70,95,77,88,bye,80,74,92,66,78,73,78,86,67,0,76,836,77
2022,Stephen Anderson ,TE,ARI,14,22,7,4,0,0,9,0,0,37,14,0,bye,19,0,12,0,0,101,15
2022,Stephen Sullivan ,TE,CAR,0,7,0,2,0,9,0,11,0,0,0,0,bye,25,28,22,18,0,76,16
2022,Sterling Shepard ,WR,NYG,72,88,81,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,165,80
2022,Steven Sims ,WR,PIT,0,0,0,0,4,9,0,14,bye,38,44,35,38,49,43,49,41,45,284,34
2022,Stone Smartt ,TE,LAC,0,0,0,0,0,0,0,bye,0,0,29,0,21,5,0,0,0,0,39,18
2022,TJ Hockenson ,TE,Multi,91,89,76,88,85,0,83,87,91,93,77,80,90,95,94,90,81,46,987,85
2022,TY Hilton ,WR,DAL,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,16,28,39,60,27
2022,Tanner Conner ,WR,MIA,0,0,0,0,10,10,0,0,0,0,bye,0,0,0,0,0,0,0,15,10
2022,Tanner Gentry ,WR,BUF,0,0,0,0,20,0,bye,0,0,0,0,0,0,0,0,0,0,0,11,20
2022,Tanner Hudson ,TE,NYG,0,37,0,57,0,0,39,72,bye,16,0,22,0,0,0,0,0,0,166,40
2022,Taylor Heinicke ,QB,WAS,0,0,0,0,0,0,100,100,100,100,100,100,100,bye,100,74,0,0,614,97
2022,Taysom Hill ,TE,NO,26,9,0,20,30,21,25,36,33,40,42,49,46,bye,44,46,45,30,326,33
2022,Teagan Quitoriano ,TE,HOU,0,0,0,0,0,bye,0,0,30,0,66,59,71,0,81,27,0,66,249,57
2022,Teddy Bridgewater ,QB,MIA,0,0,7,61,1,69,0,0,0,0,bye,0,0,0,0,0,62,0,141,44
2022,Tee Higgins ,WR,CIN,26,89,68,77,0,86,84,98,62,bye,79,83,93,0,80,88,0,85,746,76
2022,Terrace Marshall ,WR,CAR,0,0,0,0,38,45,86,92,92,89,93,62,bye,85,89,93,88,93,639,81
2022,Terry McLaurin ,WR,WAS,90,89,88,95,98,98,95,95,100,86,72,82,91,bye,92,93,81,76,1063,89
2022,Tevin Coleman ,RB,SF,0,0,0,0,28,20,0,0,bye,0,0,0,0,0,0,0,0,0,31,24
2022,Tim Boyle ,QB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,25,13,25
2022,Tim Jones ,WR,JAC,0,0,5,55,0,43,13,0,0,0,bye,8,20,0,0,26,0,0,101,22
2022,Tom Brady ,QB,TB,100,100,100,100,100,100,100,100,100,100,bye,100,100,100,100,100,100,56,1192,98
2022,Tom Kennedy ,WR,DET,0,0,0,81,53,bye,51,0,66,61,28,6,0,0,0,0,0,0,227,49
2022,Tommy Sweeney ,TE,BUF,0,0,0,0,0,11,bye,0,0,0,0,0,29,0,0,0,0,0,30,20
2022,Tommy Tremble ,TE,CAR,34,0,39,42,57,0,64,57,55,59,37,74,bye,40,52,57,58,49,476,52
2022,Tony Jones ,RB,Multi,0,50,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,0,62,33
2022,Tony Pollard ,RB,DAL,55,39,44,39,42,40,65,53,bye,87,54,59,41,58,55,53,0,43,569,53
2022,Trace McSorley ,QB,ARI,12,0,0,0,0,0,0,0,0,0,21,0,bye,0,46,100,0,33,146,44
2022,Travis Etienne ,RB,JAC,51,37,43,51,53,46,80,79,81,78,bye,8,88,75,73,71,38,55,669,59
2022,Travis Homer ,RB,SEA,35,45,3,0,0,0,0,22,29,15,bye,20,0,91,25,1,0,0,165,26
2022,Travis Kelce ,TE,KC,64,89,89,81,78,78,78,bye,83,73,78,83,82,81,75,81,87,73,914,80
2022,Trayveon Williams ,RB,CIN,0,0,0,0,0,0,0,0,0,bye,12,20,15,3,0,1,0,0,36,10
2022,Tre' McKitty ,TE,LAC,60,0,31,53,51,42,34,bye,0,78,0,39,33,51,0,46,47,34,416,46
2022,Tre'Quan Smith ,WR,NO,0,0,61,23,68,71,61,59,71,15,0,26,0,bye,0,0,0,32,318,51
2022,Trent Sherfield ,WR,MIA,35,35,63,63,66,67,56,59,65,65,bye,61,65,61,54,44,59,0,569,57
2022,Trent Taylor ,WR,CIN,14,0,3,3,2,5,19,13,35,bye,15,16,7,78,2,1,0,0,148,15
2022,Trenton Irwin ,WR,CIN,0,0,0,0,0,0,0,43,49,bye,70,74,12,84,24,45,0,18,287,46
2022,Trestan Ebner ,RB,CHI,7,0,24,23,0,0,11,4,0,0,22,0,2,bye,8,0,10,16,78,13
2022,Trevon Wesco ,TE,CHI,0,0,0,26,0,0,0,32,24,25,0,23,0,bye,0,0,17,0,96,25
2022,Trevor Lawrence ,QB,JAC,100,100,99,100,100,100,100,100,100,100,bye,100,93,100,100,96,70,100,1096,97
2022,Trevor Siemian ,QB,CHI,0,0,0,0,0,0,0,4,0,0,0,100,0,bye,0,0,0,0,60,44
2022,Trey Lance ,QB,SF,100,21,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,84,58
2022,Trey McBride ,TE,ARI,0,0,0,42,0,28,52,26,0,91,76,79,bye,73,86,84,96,83,563,67
2022,Trey Sermon ,RB,PHI,0,0,0,6,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,5,6
2022,Treylon Burks ,WR,TEN,37,45,69,65,0,bye,0,0,0,56,50,67,18,0,0,82,72,75,393,58
2022,Trinity Benson ,WR,DET,0,0,0,0,0,bye,0,0,0,21,0,0,0,0,0,0,0,0,13,21
2022,Tua Tagovailoa ,QB,MIA,100,100,93,39,0,0,100,100,100,90,bye,72,98,100,100,100,0,0,705,91
2022,Tutu Atwell ,WR,LAR,10,0,6,0,14,3,bye,0,0,0,11,52,47,61,84,69,84,93,306,43
2022,Ty Chandler ,RB,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,17,12,17
2022,Ty Johnson ,RB,NYJ,0,19,0,0,0,0,17,32,12,bye,28,24,33,0,0,20,47,38,172,27
2022,Ty Montgomery ,RB,NE,37,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,21,37
2022,Ty'Son Williams ,RB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,4,2,4
2022,Tylan Wallace ,WR,BAL,11,15,0,0,20,22,0,0,0,bye,3,0,0,0,0,0,0,24,62,16
2022,Tyler Allgeier ,RB,ATL,0,31,37,44,59,57,62,60,38,48,55,39,52,bye,49,59,55,69,497,51
2022,Tyler Badie ,RB,DEN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,14,9,14
2022,Tyler Boyd ,WR,CIN,80,81,68,72,97,96,75,96,66,bye,82,76,86,3,61,51,0,73,797,72
2022,Tyler Conklin ,TE,NYJ,92,100,79,81,68,67,75,75,72,bye,74,79,72,72,75,71,61,96,861,77
2022,Tyler Davis ,TE,GB,25,31,31,29,13,0,20,0,0,0,0,18,0,bye,15,21,16,13,147,21
2022,Tyler Higbee ,TE,LAR,94,97,94,93,97,78,bye,69,79,80,92,0,84,95,89,91,90,89,856,88
2022,Tyler Huntley ,QB,BAL,0,0,0,0,0,0,0,0,0,bye,0,0,86,62,100,100,100,0,267,89
2022,Tyler Kroft ,TE,SF,54,0,0,0,0,0,0,34,bye,0,0,0,27,25,22,38,0,0,128,33
2022,Tyler Lockett ,WR,SEA,80,92,82,78,96,81,65,69,74,90,bye,88,88,93,89,0,32,79,799,79
2022,Tyler Mabry ,TE,SEA,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,4,0,3,4
2022,Tyquan Thornton ,WR,NE,0,0,0,0,42,57,85,78,67,bye,27,0,39,88,92,93,93,54,507,68
2022,Tyree Jackson ,TE,PHI,0,0,0,0,0,0,bye,0,0,0,13,0,0,0,4,0,0,0,12,9
2022,Tyreek Hill ,WR,MIA,67,76,86,94,64,77,89,72,79,71,bye,59,85,67,83,80,82,66,800,76
2022,Tyrie Cleveland ,WR,DEN,12,43,0,0,14,0,0,0,bye,34,0,0,0,0,0,0,0,0,76,26
2022,Tyrion Davis-Price ,RB,SF,0,39,0,0,0,0,16,0,bye,0,0,0,0,0,0,25,7,13,69,21
2022,Tyrod Taylor ,QB,NYG,0,0,0,18,0,0,0,0,bye,0,0,0,0,19,0,0,0,0,24,19
2022,Tyron Johnson ,WR,Multi,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,26,19
2022,Van Jefferson ,WR,LAR,0,0,0,0,0,0,bye,0,35,28,73,87,100,97,98,94,94,97,467,80
2022,Velus Jones ,WR,CHI,0,0,0,0,6,17,0,19,0,0,12,21,23,bye,68,46,10,20,146,24
2022,Wan'Dale Robinson ,WR,NYG,15,0,0,0,0,23,69,69,bye,75,72,0,0,0,0,0,0,0,229,56
2022,Will Dissly ,TE,SEA,67,47,61,73,63,65,76,78,59,42,bye,74,52,39,58,37,0,0,569,60
2022,Zach Ertz ,TE,ARI,60,84,93,82,93,96,80,88,97,13,0,0,bye,0,0,0,0,0,575,79
2022,Zach Gentry ,TE,PIT,30,0,0,61,64,66,45,38,bye,51,41,52,74,45,62,43,0,58,506,52
2022,Zach Pascal ,WR,PHI,22,42,43,24,0,13,bye,40,31,42,43,11,38,28,25,17,36,0,306,30
2022,Zach Wilson ,QB,NYJ,0,0,0,100,100,100,100,100,100,bye,100,0,0,0,100,49,0,0,504,94
2022,Zack Moss ,RB,Multi,37,19,17,9,29,0,0,0,0,2,6,2,7,0,67,69,59,58,249,29
2022,Zamir White ,RB,LV,0,9,0,4,5,bye,9,0,2,3,0,4,7,5,4,0,0,3,35,5
2022,Zander Horvath ,RB,LAC,22,11,5,11,14,18,0,bye,0,9,12,0,0,0,0,0,0,0,74,13
2022,Zay Jones ,WR,JAC,83,68,76,0,80,98,99,99,94,94,bye,90,82,78,96,79,78,94,930,86
2022,Zonovan Knight ,RB,NYJ,0,0,0,0,0,0,0,0,0,bye,0,48,55,47,48,41,21,30,198,42
